assetId,filename,family,batchId,simpleCommand
"VIS-CIV-LT-LOSS-LANGUAGE-DECLINE","VIS-CIV-LT-LOSS-LANGUAGE-DECLINE.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-IDENTITY-RECONFIGURATION","VIS-CIV-LT-LOSS-IDENTITY-RECONFIGURATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-ABSORPTION-BY-OTHERS","VIS-CIV-LT-LOSS-ABSORPTION-BY-OTHERS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-PARTIAL-CONTINUATION","VIS-CIV-LT-LOSS-PARTIAL-CONTINUATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-FORM-TRANSFORMATION","VIS-CIV-LT-LOSS-FORM-TRANSFORMATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-LEGACY-IN-NEW-SYSTEMS","VIS-CIV-LT-LOSS-LEGACY-IN-NEW-SYSTEMS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-INF-01","VIS-CIV-INF-01.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-02","VIS-CIV-INF-02.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-03","VIS-CIV-INF-03.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-04","VIS-CIV-INF-04.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-05","VIS-CIV-INF-05.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-06","VIS-CIV-INF-06.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-07","VIS-CIV-INF-07.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-08","VIS-CIV-INF-08.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-09","VIS-CIV-INF-09.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-10","VIS-CIV-INF-10.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B41","继续 CIVILIZATION_INFRASTRUCTURE 第一批 10 张"
"VIS-CIV-INF-11","VIS-CIV-INF-11.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-12","VIS-CIV-INF-12.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-13","VIS-CIV-INF-13.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-14","VIS-CIV-INF-14.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-15","VIS-CIV-INF-15.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-16","VIS-CIV-INF-16.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-17","VIS-CIV-INF-17.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-18","VIS-CIV-INF-18.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-19","VIS-CIV-INF-19.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-INF-20","VIS-CIV-INF-20.webp","CIVILIZATION_INFRASTRUCTURE","CIV-VIS-B42","继续 CIVILIZATION_INFRASTRUCTURE 第二批 10 张"
"VIS-CIV-MAP-01","VIS-CIV-MAP-01.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-02","VIS-CIV-MAP-02.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-03","VIS-CIV-MAP-03.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-04","VIS-CIV-MAP-04.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-05","VIS-CIV-MAP-05.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-06","VIS-CIV-MAP-06.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-07","VIS-CIV-MAP-07.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-08","VIS-CIV-MAP-08.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-09","VIS-CIV-MAP-09.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-MAP-10","VIS-CIV-MAP-10.webp","GEOGRAPHIC_BASE","CIV-VIS-B43","继续 GEOGRAPHIC_BASE 第一批 10 张"
"VIS-CIV-HF-01","VIS-CIV-HF-01.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-02","VIS-CIV-HF-02.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-03","VIS-CIV-HF-03.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-04","VIS-CIV-HF-04.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-05","VIS-CIV-HF-05.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-06","VIS-CIV-HF-06.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-07","VIS-CIV-HF-07.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-08","VIS-CIV-HF-08.webp","HISTORICAL_FIGURE","CIV-VIS-B44","继续 HISTORICAL_FIGURE 第一批 8 张"
"VIS-CIV-HF-09","VIS-CIV-HF-09.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-10","VIS-CIV-HF-10.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-11","VIS-CIV-HF-11.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-12","VIS-CIV-HF-12.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-13","VIS-CIV-HF-13.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-14","VIS-CIV-HF-14.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-15","VIS-CIV-HF-15.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-HF-16","VIS-CIV-HF-16.webp","HISTORICAL_FIGURE","CIV-VIS-B45","继续 HISTORICAL_FIGURE 第二批 8 张"
"VIS-CIV-FLAG-01","VIS-CIV-FLAG-01.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-02","VIS-CIV-FLAG-02.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-03","VIS-CIV-FLAG-03.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-04","VIS-CIV-FLAG-04.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-05","VIS-CIV-FLAG-05.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-06","VIS-CIV-FLAG-06.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-07","VIS-CIV-FLAG-07.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-08","VIS-CIV-FLAG-08.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-09","VIS-CIV-FLAG-09.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-10","VIS-CIV-FLAG-10.webp","MODERN_FLAG","CIV-VIS-B46","继续 MODERN_FLAG 第一批 10 张"
"VIS-CIV-FLAG-11","VIS-CIV-FLAG-11.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-12","VIS-CIV-FLAG-12.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-13","VIS-CIV-FLAG-13.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-14","VIS-CIV-FLAG-14.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-15","VIS-CIV-FLAG-15.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-16","VIS-CIV-FLAG-16.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-17","VIS-CIV-FLAG-17.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-18","VIS-CIV-FLAG-18.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-19","VIS-CIV-FLAG-19.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-20","VIS-CIV-FLAG-20.webp","MODERN_FLAG","CIV-VIS-B47","继续 MODERN_FLAG 第二批 10 张"
"VIS-CIV-FLAG-21","VIS-CIV-FLAG-21.webp","MODERN_FLAG","CIV-VIS-B48","继续 MODERN_FLAG 第三批 4 张"
"VIS-CIV-FLAG-22","VIS-CIV-FLAG-22.webp","MODERN_FLAG","CIV-VIS-B48","继续 MODERN_FLAG 第三批 4 张"
"VIS-CIV-FLAG-23","VIS-CIV-FLAG-23.webp","MODERN_FLAG","CIV-VIS-B48","继续 MODERN_FLAG 第三批 4 张"
"VIS-CIV-FLAG-24","VIS-CIV-FLAG-24.webp","MODERN_FLAG","CIV-VIS-B48","继续 MODERN_FLAG 第三批 4 张"
"VIS-CIV-CA-T06-02-SECONDARY","VIS-CIV-CA-T06-02-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B18","继续 CIV-VIS-B18 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T06-03-SECONDARY","VIS-CIV-CA-T06-03-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B18","继续 CIV-VIS-B18 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T06-06-SECONDARY","VIS-CIV-CA-T06-06-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T07-01-SECONDARY","VIS-CIV-CA-T07-01-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T07-02-SECONDARY","VIS-CIV-CA-T07-02-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T07-03-SECONDARY","VIS-CIV-CA-T07-03-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T07-05-SECONDARY","VIS-CIV-CA-T07-05-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T07-06-SECONDARY","VIS-CIV-CA-T07-06-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T08-01-SECONDARY","VIS-CIV-CA-T08-01-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B19","继续 CIV-VIS-B19 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T08-03-SECONDARY","VIS-CIV-CA-T08-03-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T08-05-SECONDARY","VIS-CIV-CA-T08-05-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T08-06-SECONDARY","VIS-CIV-CA-T08-06-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T09-01-SECONDARY","VIS-CIV-CA-T09-01-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T09-02-SECONDARY","VIS-CIV-CA-T09-02-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T09-05-SECONDARY","VIS-CIV-CA-T09-05-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B20","继续 CIV-VIS-B20 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T10-01-SECONDARY","VIS-CIV-CA-T10-01-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B21","继续 CIV-VIS-B21 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T10-02-SECONDARY","VIS-CIV-CA-T10-02-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B21","继续 CIV-VIS-B21 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T10-06-SECONDARY","VIS-CIV-CA-T10-06-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B21","继续 CIV-VIS-B21 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T11-01-SECONDARY","VIS-CIV-CA-T11-01-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B21","继续 CIV-VIS-B21 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
"VIS-CIV-CA-T11-02-SECONDARY","VIS-CIV-CA-T11-02-SECONDARY.webp","CASE_SECONDARY","CIV-VIS-B21","继续 CIV-VIS-B21 CASE_SECONDARY，按原 Registry 与 prompt canon 制作"
