runtimeFamily,capabilityCode,capabilityName,capabilityType,currentState,currentRM,currentEM,primaryClientExperience,clientExperiences,lensRole,liveVerified
FCR,FCR-CURRENCY,Currency calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-NET-WORTH,Net Worth calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-LIQUIDITY,Liquidity calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-CASH-FLOW,Cash Flow calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-DEBT,Debt calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-CONTINGENT-EXPOSURE,Contingent Exposure calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-EMERGENCY-RESERVE,Emergency Reserve calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-PROTECTION-NEED,Protection Need calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-EDUCATION-FUNDING,Education Funding calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-RETIREMENT,Retirement calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-INVESTMENT-PROJECTION,Investment Projection calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-ESTATE-LIQUIDITY,Estate Liquidity calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-BUSINESS-WEALTH,Business Wealth calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-ALLOCATION,Allocation calculation,CALCULATION,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-SCENARIO,Financial scenario projection,SCENARIO,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FCR,FCR-TRACE,Financial calculation trace,TRACE,VALIDATED,RM-5,EM-2,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-LIQUIDITY,Liquidity findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-CASHFLOW,Cash-flow findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-DEBT,Debt findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-GUARANTEE,Guarantee exposure findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-CONCENTRATION,Asset concentration findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-PROTECTION,Protection gap findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-RETIREMENT,Retirement gap findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-ESTATE,Estate liquidity findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-SCENARIO,Scenario comparison findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-CROSS-DOMAIN,Cross-domain financial findings,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
FAR,FAR-CONFIDENCE-PROVENANCE,Finding confidence and provenance,ANALYSIS,IMPLEMENTED,RM-5,EM-0,UNDERSTAND_MONEY,UNDERSTAND_MONEY;WORK_WITH_PROFESSIONAL,NONE_BY_DESIGN,False
CMP,CMP-METHOD-ADMISSION,Method meaning production admission,GOVERNANCE,PRODUCTION_ACCEPTED,RM-5,EM-0,KNOW_MYSELF,KNOW_MYSELF;UNDERSTAND_MY_REALITY,NONE_BY_DESIGN,False
CMP,CMP-MEANING-RESOLUTION,Canonical meaning resolution,RESOLVER,PRODUCTION_ACCEPTED,RM-5,EM-1,KNOW_MYSELF,KNOW_MYSELF;UNDERSTAND_MY_REALITY,NONE_BY_DESIGN,False
CMP,CMP-BUNDLE,Canonical Meaning Production Bundle,ASSEMBLY,PRODUCTION_ACCEPTED,RM-5,EM-1,KNOW_MYSELF,KNOW_MYSELF;UNDERSTAND_MY_REALITY,NONE_BY_DESIGN,False
CMP,CMP-LOCALE-PROJECTION,Canonical meaning locale projection,PROJECTION,PRODUCTION_ACCEPTED,RM-5,EM-1,KNOW_MYSELF,KNOW_MYSELF;UNDERSTAND_MY_REALITY,NONE_BY_DESIGN,False
CMP,CMP-RRP-CONSUMPTION,Runtime Reading meaning consumption handoff,INTEGRATION,PRODUCTION_ACCEPTED,RM-5,EM-0,KNOW_MYSELF,KNOW_MYSELF;UNDERSTAND_MY_REALITY,NONE_BY_DESIGN,False
HFP,HFP-COMPOSITION,Canonical financial plan candidate composition,COMPOSITION,VALIDATED,RM-5,EM-2,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
HFP,HFP-PROFESSIONAL-BINDING,PFR contribution reference binding,INTEGRATION,VALIDATED,RM-4,EM-2,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
HFP,HFP-RR-HANDOFF,RR report-candidate handoff,HANDOFF,VALIDATED,RM-5,EM-2,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
HFP,HFP-CONTINUITY,t0/t1/t2 financial-plan continuity composition,CONTINUITY,VALIDATED,RM-4,EM-2,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
PFR,PFR-CASE-REVIEW,Professional financial review case and state governance,PROFESSIONAL_GOVERNANCE,IMPLEMENTED,RM-5,EM-0,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
PFR,PFR-RECOMMENDATION-AUTHORING,Human-authored professional financial recommendation,HUMAN_JUDGMENT,IMPLEMENTED,RM-5,EM-0,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
PFR,PFR-SIGNATURE-LINEAGE,Professional amendment and signature lineage,SIGNATURE,IMPLEMENTED,RM-5,EM-0,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
PFR,PFR-AI-ASSISTANCE-BOUNDARY,AI assistance boundary under professional authority,GOVERNANCE,IMPLEMENTED,RM-5,EM-0,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
PFR,PFR-HFP-CONTRIBUTION,Signed PFR contribution handoff to HFP,HANDOFF,IMPLEMENTED,RM-5,EM-0,WORK_WITH_PROFESSIONAL,WORK_WITH_PROFESSIONAL;UNDERSTAND_MONEY,NONE_BY_DESIGN,False
