batchCode,batchIndex,bookCode,partCode,canonicalProductionIndex,nodeCode,titleZhHans,mappingState,publicationState
BATCH-011,10,BOOK-2,P7,195,KN-B2-P7-012,为什么集体会通过未来回报组织现在的行动,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,11,BOOK-2,P7,196,KN-B2-P7-013,模因如何运行,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,12,BOOK-2,P7,197,KN-B2-P7-014,文化如何运行,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,13,BOOK-2,P7,198,KN-B2-P7-015,资源如何流动,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,14,BOOK-2,P7,199,KN-B2-P7-016,价值如何储存,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,15,BOOK-2,P7,200,KN-B2-P7-017,信用如何创造现实,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,16,BOOK-2,P7,201,KN-B2-P7-018,债务如何扩张,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,17,BOOK-2,P7,202,KN-B2-P7-019,资本如何被配置,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,18,BOOK-2,P7,203,KN-B2-P7-020,金融叙事如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,19,BOOK-2,P7,204,KN-B2-P7-021,投机周期如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,20,BOOK-2,P7,205,KN-B2-P7-022,金融如何压缩未来,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,21,BOOK-2,P7,206,KN-B2-P7-023,未来为何被提前提取,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,22,BOOK-2,P7,207,KN-B2-P7-024,制度如何稳定现实,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,23,BOOK-2,P7,208,KN-B2-P7-025,信息如何成为文明运行结构,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-011,24,BOOK-2,P7,209,KN-B2-P7-026,媒体如何组织集体现实,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,1,BOOK-2,P7,210,KN-B2-P7-027,平台如何组织集体现实,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,2,BOOK-2,P7,211,KN-B2-P7-028,网络如何形成文明连接,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,3,BOOK-2,P7,212,KN-B2-P7-029,基础设施如何承载文明,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,4,BOOK-2,P7,213,KN-B2-P7-030,文明如何形成集体神经网络,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,5,BOOK-2,P7,214,KN-B2-P7-031,注意力如何成为经济资源,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,6,BOOK-2,P7,215,KN-B2-P7-032,注意力如何被竞争,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,7,BOOK-2,P7,216,KN-B2-P7-033,叙事如何形成市场,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,8,BOOK-2,P7,217,KN-B2-P7-034,集体注意力回路如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,9,BOOK-2,P7,218,KN-B2-P7-035,注意力如何被捕获,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,10,BOOK-2,P7,219,KN-B2-P7-036,算法如何放大集体现实,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,11,BOOK-2,P7,220,KN-B2-P7-037,病毒式传播如何运行,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,12,BOOK-2,P7,221,KN-B2-P7-038,AI 如何重构注意力架构,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,13,BOOK-2,P7,222,KN-B2-P7-039,文明如何压缩时间,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,14,BOOK-2,P7,223,KN-B2-P7-040,加速如何成为文明运行方式,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,15,BOOK-2,P7,224,KN-B2-P7-041,生产力如何组织时间,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,16,BOOK-2,P7,225,KN-B2-P7-042,文明为何持续面向未来,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,17,BOOK-2,P7,226,KN-B2-P7-043,世代如何形成不同时间尺度,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,18,BOOK-2,P7,227,KN-B2-P7-044,历史如何成为集体记忆,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,19,BOOK-2,P7,228,KN-B2-P7-045,文明为何形成期限,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,20,BOOK-2,P7,229,KN-B2-P7-046,时间债务如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,21,BOOK-2,P7,230,KN-B2-P7-047,人工集体如何运行,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,22,BOOK-2,P7,231,KN-B2-P7-048,人机集体如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,23,BOOK-2,P7,232,KN-B2-P7-049,AI 文化如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-012,24,BOOK-2,P7,233,KN-B2-P7-050,AI 价值系统如何形成,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,1,BOOK-2,P7,234,KN-B2-P7-051,AI 如何形成协调机制,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,2,BOOK-2,P7,236,KN-B2-P7-053,集体现实如何达到饱和,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,3,BOOK-2,P7,237,KN-B2-P7-054,集体现实如何碎裂,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,4,BOOK-2,P7,238,KN-B2-P7-055,集体现实如何崩塌,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,5,BOOK-2,P7,239,KN-B2-P7-056,为什么旧的集体结构失效之后，现实会重新形成新的连接、边界与组织方式,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,6,BOOK-2,P7,699,KN-B2-P7-058,人工运行何时跨过工具集合与集体结构之间的边界,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-013,7,BOOK-2,P7,700,KN-B2-P7-059,为什么集体运行达到一定规模之后必须开始维护自身,KAU_R3_HUMAN_APPROVED,UNPUBLISHED
BATCH-014,1,BOOK-3,P8,241,KN-B2-P8-001,运行为何留下残留,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,2,BOOK-3,P8,242,KN-B2-P8-002,Reality 为什么不会自动归零,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,3,BOOK-3,P8,243,KN-B2-P8-003,过去为何持续存在,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,4,BOOK-3,P8,244,KN-B2-P8-004,Reality 如何偏离原有轨道,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,5,BOOK-3,P8,245,KN-B2-P8-005,Reality 如何逐渐变形,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,6,BOOK-3,P8,246,KN-B2-P8-006,为何问题长期存在,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,7,BOOK-3,P8,247,KN-B2-P8-007,Reality 如何失去整体性,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,8,BOOK-3,P8,248,KN-B2-P8-008,为何系统无法继续承载,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,9,BOOK-3,P8,249,KN-B2-P8-009,摩擦如何成为警告信号,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,10,BOOK-3,P8,250,KN-B2-P8-010,重复模式如何成为警告,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,11,BOOK-3,P8,251,KN-B2-P8-011,慢性噪音如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,12,BOOK-3,P8,252,KN-B2-P8-012,失稳如何逐步升级,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,13,BOOK-3,P8,253,KN-B2-P8-013,系统如何跨越失稳阈值,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,14,BOOK-3,P8,254,KN-B2-P8-014,为何系统持续警告却无人察觉,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,15,BOOK-3,P8,255,KN-B2-P8-015,Reality 如何持续占用资源,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,16,BOOK-3,P8,256,KN-B2-P8-016,为何系统无法退出运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,17,BOOK-3,P8,257,KN-B2-P8-017,为何成本最终进入载体,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,18,BOOK-3,P8,258,KN-B2-P8-018,载体限制如何约束运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,19,BOOK-3,P8,259,KN-B2-P8-019,为何没有崩溃却无法顺畅运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,20,BOOK-3,P8,260,KN-B2-P8-020,慢性运行状态如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,21,BOOK-3,P8,261,KN-B2-P8-021,责任如何转化为运行成本,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,22,BOOK-3,P8,262,KN-B2-P8-022,运行接口如何组织,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,23,BOOK-3,P8,263,KN-B2-P8-023,Medical OS 如何成为 Runtime Maintenance Layer,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-014,24,BOOK-3,P8,264,KN-B2-P8-024,系统如何检测安全,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,1,BOOK-3,P8,265,KN-B2-P8-025,恢复许可如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,2,BOOK-3,P8,266,KN-B2-P8-026,为何系统拒绝恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,3,BOOK-3,P8,267,KN-B2-P8-027,恢复窗口如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,4,BOOK-3,P8,268,KN-B2-P8-028,系统如何重新整合,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,5,BOOK-3,P8,269,KN-B2-P8-029,系统如何重新进入运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,6,BOOK-3,P8,270,KN-B2-P8-030,恢复如何被排程,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,7,BOOK-3,P8,271,KN-B2-P8-031,恢复债务如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,8,BOOK-3,P8,272,KN-B2-P8-032,结构如何被修复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,9,BOOK-3,P8,273,KN-B2-P8-033,运行如何重新平衡,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,10,BOOK-3,P8,274,KN-B2-P8-034,恢复架构如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,11,BOOK-3,P8,275,KN-B2-P8-035,神经系统如何恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,12,BOOK-3,P8,276,KN-B2-P8-036,内分泌系统如何恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,13,BOOK-3,P8,277,KN-B2-P8-037,免疫系统如何恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,14,BOOK-3,P8,278,KN-B2-P8-038,代谢系统如何恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,15,BOOK-3,P8,279,KN-B2-P8-039,心理运行如何恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,16,BOOK-3,P8,280,KN-B2-P8-040,AI 如何辅助恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,17,BOOK-3,P8,281,KN-B2-P8-041,可持续运行如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,18,BOOK-3,P8,282,KN-B2-P8-042,运行韧性如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,19,BOOK-3,P8,283,KN-B2-P8-043,维护如何适应变化,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,20,BOOK-3,P8,284,KN-B2-P8-044,Reality 如何形成长期连续性,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,21,BOOK-3,P8,285,KN-B2-P8-045,系统如何形成自维护能力,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,22,BOOK-3,P8,286,KN-B2-P8-046,恢复之后如何进入长期稳定,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,23,BOOK-3,P8,287,KN-B2-P8-047,维护如何升级为治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-015,24,BOOK-3,P9,288,KN-B2-P9-001,治理为何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,1,BOOK-3,P9,289,KN-B2-P9-002,为什么复杂系统需要治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,2,BOOK-3,P9,290,KN-B2-P9-003,资源如何被分配,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,3,BOOK-3,P9,291,KN-B2-P9-005,治理为何产生不同形式,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,4,BOOK-3,P9,292,KN-B2-P9-006,为什么人们接受治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,5,BOOK-3,P9,293,KN-B2-P9-007,治理如何通过服从机制持续存在,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,6,BOOK-3,P9,294,KN-B2-P9-008,市场治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,7,BOOK-3,P9,295,KN-B2-P9-009,计划治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,8,BOOK-3,P9,296,KN-B2-P9-010,宗教治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,9,BOOK-3,P9,297,KN-B2-P9-011,世俗治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,10,BOOK-3,P9,298,KN-B2-P9-012,制度治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,11,BOOK-3,P9,299,KN-B2-P9-013,混合治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,12,BOOK-3,P9,300,KN-B2-P9-014,网络与平台治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,13,BOOK-3,P9,301,KN-B2-P9-015,资源如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,14,BOOK-3,P9,302,KN-B2-P9-016,意义如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,15,BOOK-3,P9,303,KN-B2-P9-017,信息如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,16,BOOK-3,P9,304,KN-B2-P9-018,注意力如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,17,BOOK-3,P9,305,KN-B2-P9-019,权力如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,18,BOOK-3,P9,306,KN-B2-P9-020,激励如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,19,BOOK-3,P9,307,KN-B2-P9-021,风险如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,20,BOOK-3,P9,308,KN-B2-P9-022,复杂度如何被治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,21,BOOK-3,P9,309,KN-B2-P9-023,治理如何发生漂移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,22,BOOK-3,P9,310,KN-B2-P9-024,治理如何达到饱和,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,23,BOOK-3,P9,311,KN-B2-P9-025,治理如何碎裂,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-016,24,BOOK-3,P9,312,KN-B2-P9-026,合法性如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,1,BOOK-3,P9,313,KN-B2-P9-027,治理如何被利益结构俘获,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,2,BOOK-3,P9,314,KN-B2-P9-028,治理如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,3,BOOK-3,P9,315,KN-B2-P9-029,算法治理如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,4,BOOK-3,P9,316,KN-B2-P9-030,人工协调如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,5,BOOK-3,P9,317,KN-B2-P9-031,AI 如何辅助治理,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,6,BOOK-3,P9,318,KN-B2-P9-032,人机共治如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,7,BOOK-3,P9,319,KN-B2-P9-033,自主治理系统如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,8,BOOK-3,P9,320,KN-B2-P9-034,没有人类的治理是否可能,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,9,BOOK-3,P9,321,KN-B2-P9-035,治理韧性如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,10,BOOK-3,P9,322,KN-B2-P9-036,治理如何适应变化,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,11,BOOK-3,P9,323,KN-B2-P9-037,治理如何演化,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,12,BOOK-3,P9,324,KN-B2-P9-038,文明级协调如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,13,BOOK-3,P9,325,KN-B2-P9-039,治理如何迁移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,14,BOOK-3,P8,701,KN-B3-P8-048,维持边界,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,15,BOOK-3,P8,702,KN-B3-P8-049,阈值穿越,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,16,BOOK-3,P8,703,KN-B3-P8-050,崩溃前窗口,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,17,BOOK-3,P8,704,KN-B3-P8-051,维护学习,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,18,BOOK-3,P8,705,KN-B3-P8-052,组织恢复,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,19,BOOK-3,P8,706,KN-B3-P8-053,协调阈值,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,20,BOOK-3,P9,707,KN-B3-P9-040,Coordination Pressure,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,21,BOOK-3,P9,708,KN-B3-P9-041,Shared Constraints,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,22,BOOK-3,P9,709,KN-B3-P9-042,Shared Objectives,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,23,BOOK-3,P9,710,KN-B3-P9-043,Shared Responsibilities,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-017,24,BOOK-3,P9,711,KN-B3-P9-044,Coordination Legitimacy,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,1,BOOK-3,P9,712,KN-B3-P9-045,Coordination Compliance,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,2,BOOK-3,P9,713,KN-B3-P9-046,Cultural Coordination,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,3,BOOK-3,P9,714,KN-B3-P9-047,协调学习,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,4,BOOK-3,P9,715,KN-B3-P9-048,协调连续,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,5,BOOK-3,P9,716,KN-B3-P9-049,共同维持,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,6,BOOK-3,P9,717,KN-B3-P9-050,连续性形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,7,BOOK-3,P9,718,KN-B3-P9-051,扩展准备,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-018,8,BOOK-3,P9,719,KN-B3-P9-052,扩展阈值,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,1,BOOK-4,P11,235,KN-B2-P7-052,AI 文明雏形如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,2,BOOK-4,P10,240,KN-B2-P7-057,文明如何进入下一阶段,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,3,BOOK-4,P10,326,KN-B3-P10-001,Runtime 本质为何持续扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,4,BOOK-4,P10,327,KN-B3-P10-002,Reality 为什么持续形成新的承载体,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,5,BOOK-4,P10,328,KN-B3-P10-003,为什么不同 Runtime 使用不同初始化方式,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,6,BOOK-4,P10,329,KN-B3-P10-004,为什么 Runtime 会更换承载体,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,7,BOOK-4,P10,330,KN-B3-P10-005,为什么旧承载体最终失效,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,8,BOOK-4,P10,331,KN-B3-P10-006,什么推动 Runtime 改变,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
